33
"Runtime: 0 hours, 2 minutes and 8 seconds"
Runs: 1
Average moves: 33.0
Least moves: 33
Moves: [33]
car,move
F,-4
E,-1
B,3
A,-2
X,-3
G,-3
B,-2
E,4
B,2
X,1
F,4
X,-1
A,-1
B,-3
D,-4
B,3
G,3
A,3
X,3
B,-3
D,1
F,-4
D,-1
B,3
X,-3
B,-2
G,-2
H,-4
E,-4
B,2
G,2
C,3
X,4
