1584
"Runtime: 2 hours, 19 minutes and 28 seconds"
Iterations: 50
Average moves: 21161.22
Least moves: 1584
"Moves: [33274, 5907, 1584, 42594, 23050, 19285, 24604, 9096, 27897, 8007, 26211, 16306, 14896, 34256, 12758, 11351, 12344, 39927, 43007, 71159, 27184, 15117, 13060, 6711, 19923, 23156, 9384, 49055, 22594, 19382, 11818, 22232, 20392, 7082, 3388, 10892, 40633, 14398, 32314, 28064, 22015, 3220, 17601, 11019, 19490, 5783, 44718, 16853, 17234, 25836]"
car,move
AM,-1
AI,-3
AG,1
AK,-1
AB,-1
AK,1
AP,2
AI,3
AK,1
Q,1
C,3
C,1
Q,1
AP,-3
AC,2
E,-1
AI,-1
AM,-1
C,-1
AI,-1
F,-1
AM,2
G,1
AE,1
AE,-1
AG,1
AA,2
AK,-1
AC,-1
C,2
C,-1
AQ,-2
AI,1
G,-1
H,-1
AN,-1
AC,1
AC,-1
AA,-1
AA,-1
F,1
AI,1
AM,-3
AI,-2
AA,2
AM,3
AM,-4
AM,3
AQ,2
AQ,-1
C,-2
C,1
J,1
V,-1
AQ,1
AK,1
E,1
C,-4
AI,2
C,3
AM,-2
AC,1
AM,1
AM,-3
C,2
AC,1
AA,-2
AM,4
AA,2
V,1
AC,-2
AQ,2
AK,3
AM,-3
AH,-1
H,1
C,1
AK,-4
AK,1
AK,2
AM,1
AO,1
AP,1
C,-1
AO,-1
AM,1
V,-1
AM,1
J,1
AM,-4
C,-3
AA,-2
C,1
E,-1
AL,1
AM,2
AA,2
J,-2
AA,-1
AL,-1
AP,-1
S,-1
J,4
S,1
AQ,-1
AM,3
AH,1
AI,-2
J,-4
AM,-4
AM,-1
J,4
S,-1
AM,1
AM,3
J,-3
AA,-1
AC,1
H,-1
AA,1
AM,-4
Y,-1
H,1
AK,-2
AQ,1
AA,1
AK,-1
AI,2
AQ,-1
AQ,1
AA,-2
AC,-1
AI,-1
AM,3
AA,1
AM,-3
AK,4
J,2
AP,1
AI,1
AG,-1
L,1
AO,1
F,-1
AJ,1
AP,2
G,1
AI,-1
S,1
C,2
L,-1
AP,-2
H,-1
J,-3
AP,3
J,3
L,1
C,-2
U,1
AC,1
H,1
C,2
U,-1
C,-1
AK,-2
AM,2
AQ,-1
Y,1
Y,-1
AA,-1
AM,-2
AM,2
AA,1
C,-1
AQ,1
L,-1
AQ,-1
AA,-1
AM,-1
S,-1
J,-3
AK,-3
AQ,-4
G,-1
AP,1
AP,-1
AA,1
AC,1
N,-1
AB,1
N,1
AM,1
AA,-1
AM,-2
F,1
Y,1
AP,1
AP,-1
H,-1
F,-1
G,1
V,1
AI,-1
V,-1
C,1
V,1
S,1
AI,2
C,1
AM,1
AA,1
AA,-1
P,1
C,-1
AM,-1
C,-1
AA,-1
Q,-2
AI,-1
C,1
AI,-1
AJ,-1
AJ,1
AJ,-1
AA,2
Q,1
Q,1
C,2
C,-3
Q,-1
G,-1
G,1
C,1
Q,-1
Q,2
AI,1
G,-1
Q,-2
AM,2
AP,1
P,-1
AI,1
AI,-3
N,-1
AP,-1
C,-1
AI,3
AI,-2
AO,-1
AM,1
M,1
AI,1
P,1
AA,-2
AB,-1
H,1
AI,-2
AI,1
AC,-2
M,-1
AM,-3
N,1
N,-1
AQ,3
AM,5
AM,-4
AK,3
M,1
AQ,2
AP,1
AP,-2
AP,2
AM,-1
M,-1
AP,-2
AI,1
AM,2
AP,-1
J,2
H,-1
C,1
AP,2
AM,2
AC,-1
AI,1
AK,2
J,3
AA,1
J,-2
AM,-1
Q,1
AK,-2
AM,-3
AI,-2
Q,-1
AI,2
AA,-1
C,-1
U,-1
AP,-3
AM,4
AK,2
J,-2
AP,3
Q,1
P,1
Q,-1
AM,-1
H,1
AI,-1
AI,-2
P,-1
J,-1
AN,1
AI,3
AP,1
Q,1
J,1
AE,1
C,1
AP,-2
AM,1
AK,-2
AQ,-2
Q,-1
J,2
J,-3
AK,-3
AQ,1
AP,-1
AQ,-3
C,-1
AE,-1
AB,1
Q,-1
AB,-1
AM,1
Q,2
AC,1
AP,-1
AP,1
AC,-1
AQ,3
AI,-1
AF,1
O,1
AM,-2
AK,2
D,1
AP,3
U,1
AC,3
U,-1
C,2
AQ,-1
AA,1
J,2
C,-2
A,-1
AP,-1
AB,1
U,1
C,1
Q,-1
M,1
C,-1
C,1
AI,-1
J,-1
B,-1
AQ,2
P,1
J,-1
J,1
AI,2
AB,-1
AQ,-2
AP,1
AB,1
AQ,1
AI,-3
M,-1
AB,-1
AP,-1
W,-1
AC,-2
N,1
AQ,1
N,-1
AP,-1
AK,1
J,-2
AP,-2
P,-1
J,4
AP,3
AP,-2
P,-1
M,1
AP,-1
AA,1
AP,2
AA,-1
AP,-3
AQ,-2
AQ,1
AQ,1
AA,1
C,-1
J,-3
AK,1
L,1
AP,4
Q,-1
K,1
M,-1
P,1
AC,1
N,1
F,1
AD,-1
E,1
AA,-3
W,1
AE,-1
AC,-2
AK,-1
AP,-1
AQ,-2
C,-1
AQ,1
AK,-1
AI,1
AI,-1
AQ,-1
AI,1
P,1
H,-1
C,1
B,1
P,-1
AI,-1
AQ,2
C,-3
AI,2
AI,1
C,2
AK,1
AK,2
A,1
AH,-1
C,-1
AK,-4
C,2
C,-2
D,-1
D,1
A,-1
C,1
AQ,-3
AM,2
AB,1
Q,-1
AP,-2
AP,3
AH,1
AA,2
AP,-1
AP,-2
AA,-2
AM,-2
A,1
AP,4
Q,1
C,1
AQ,1
E,-1
AI,-3
W,-1
AE,1
AQ,1
AQ,-3
AG,1
AA,2
AQ,2
F,-1
AA,-1
AQ,1
G,1
AK,2
P,1
AA,1
AG,1
AE,-1
A,-4
AA,-1
B,-3
AQ,1
AA,1
AB,-1
AG,-1
AK,1
K,-1
AK,-2
B,1
A,2
P,-1
J,-1
H,1
A,-2
P,1
AQ,-1
A,-3
AQ,-1
J,1
K,1
AA,-5
P,-2
AC,1
AQ,1
AA,1
A,1
A,1
AG,1
A,-1
A,3
A,-4
D,-1
A,2
G,-1
A,-2
D,1
P,2
I,-1
P,-1
AA,4
A,2
N,-1
AQ,1
AQ,-1
AQ,1
AA,-1
AA,-4
H,1
AC,-1
N,1
G,1
W,1
AK,-1
A,-1
AA,5
B,-2
AC,1
AA,1
AE,1
AG,-2
AA,-4
AC,1
W,-1
AK,2
A,2
P,-1
B,1
B,-1
J,-1
AQ,-2
AA,-1
AC,-1
H,-1
AG,1
H,1
P,2
B,2
AG,-1
AQ,1
B,-1
A,-2
K,-1
P,-2
K,1
A,-1
B,-2
AP,-5
H,-1
AP,1
J,1
H,1
J,-1
AG,2
AA,1
B,-2
AM,2
B,5
AE,-1
AA,-1
B,-3
B,-2
G,-1
G,1
AG,-2
B,2
P,1
A,2
AP,1
H,1
AA,1
AA,2
B,3
AP,-1
AC,-1
AA,-2
D,-1
H,-2
AM,-2
AK,1
D,1
AK,-3
AP,4
P,-1
A,1
W,1
A,-3
AQ,-2
AE,1
A,5
AQ,1
A,-4
AP,-2
A,4
AM,1
AC,1
A,-1
AP,-1
AD,1
AI,1
A,-4
B,-2
H,1
AI,1
AQ,2
B,1
AP,2
H,1
A,4
H,-1
AA,-1
AP,-1
H,-1
P,1
A,-1
K,-1
I,1
B,1
AK,1
AD,-1
AK,2
AD,1
A,-3
AA,-1
AM,-1
A,2
Q,1
AI,-2
AM,1
AK,-3
AM,-1
Q,-1
AD,-1
L,-1
B,1
AQ,-1
AP,1
AC,1
AM,2
AM,-1
G,-1
A,-1
AK,2
AC,-2
J,3
AI,3
AI,-3
H,-1
J,-2
AM,1
AD,1
AP,-2
F,1
J,1
B,1
W,-1
Q,1
Q,-1
Q,1
B,-2
AQ,-1
AP,1
P,-1
J,-2
B,1
AK,-4
AK,1
AM,-2
AP,-2
AQ,2
AP,-1
AQ,-4
AQ,-1
AB,1
AQ,4
AQ,-4
W,1
AM,2
H,1
E,1
A,-1
AI,2
Q,-1
C,-1
AP,2
AQ,4
C,-1
Q,3
AP,-1
Q,-3
AQ,-1
A,1
AQ,1
AP,3
AB,-1
AM,-1
AQ,-3
AD,-1
P,1
AP,-2
AQ,1
AQ,1
AD,1
AI,-2
J,1
AI,3
Q,2
AM,-1
J,-1
C,3
AI,-1
B,-1
A,-1
AP,-1
AP,3
AP,-3
AK,2
AQ,1
AM,1
AQ,1
P,1
P,-2
AP,1
AQ,-2
P,1
Q,1
Q,-1
H,-1
AP,2
AB,1
AM,-1
A,2
AK,-2
AQ,-1
AP,1
B,1
AQ,-1
C,-1
AP,-4
AQ,-1
P,-1
Q,-1
A,-2
AQ,3
C,-1
AP,2
AM,1
H,1
AM,1
AI,-1
AM,-1
H,-1
C,-1
H,1
AQ,2
AP,-1
AK,-1
AM,-1
Q,-3
AQ,-3
AP,3
AB,-1
AC,1
AI,2
A,2
AC,1
V,-1
AQ,-1
S,-1
AQ,1
AA,1
AP,-1
AI,-2
AC,-2
AC,2
V,1
AK,3
A,-2
L,1
AI,-1
A,1
B,-1
P,1
AK,-1
D,-1
AA,-1
H,-2
I,-1
H,2
H,2
H,-1
A,-1
K,1
AA,2
AC,-2
AP,-2
AA,1
O,-1
AA,-3
AF,-1
H,-1
AQ,-1
AQ,4
AD,-1
AK,1
AP,-1
W,-1
J,1
AK,2
AF,1
O,1
K,-1
F,1
E,1
AQ,-1
AP,4
AK,-2
S,1
P,1
F,1
AB,1
W,1
AQ,-2
I,1
L,-1
AP,-3
AI,3
AE,-1
J,-1
S,-1
AP,2
P,-1
AP,-3
P,-1
J,2
AH,-1
I,-1
S,1
A,2
AB,-1
AQ,3
A,-1
AP,4
AQ,-1
R,-2
A,1
M,-1
AK,2
AG,1
AC,2
AL,1
J,-2
H,1
Q,1
L,1
K,1
AK,-3
AQ,1
N,-1
V,-1
AK,2
N,1
N,-1
P,1
AK,1
M,1
H,-1
M,1
AQ,-1
J,1
AC,-1
Q,-1
AQ,1
AL,-1
AK,-1
V,1
AQ,-1
AG,1
AG,-1
AL,1
AG,1
AQ,1
P,1
Q,1
P,-1
K,-1
A,-1
Q,-1
L,-1
J,3
AG,-1
AL,-1
AL,1
H,2
J,-1
A,1
R,-1
V,-1
R,3
A,-2
AQ,-1
S,-1
AK,1
S,1
AK,-2
AG,1
F,1
F,-1
H,-2
H,2
F,2
F,-2
E,-1
AL,-1
A,2
F,1
Y,-1
F,1
E,1
AQ,1
U,2
R,-2
F,-2
M,-1
U,-1
AC,2
Q,1
U,1
M,1
M,-2
T,-1
T,1
C,1
H,-2
AG,-1
AG,1
N,1
N,-1
P,-1
A,-2
AC,-3
AH,1
H,1
AI,-2
J,-2
X,-1
AC,1
T,-2
U,2
AC,-1
P,2
A,2
AG,-2
T,1
P,-1
C,-2
C,1
C,1
U,-2
AK,3
AP,-4
AP,2
N,2
J,-1
AK,-1
AI,2
AK,1
AM,1
P,1
J,2
A,-1
E,1
C,-2
T,-1
U,-1
AI,-3
T,2
J,-1
AB,1
U,4
L,1
L,-1
U,-2
A,1
Y,1
T,-2
V,1
T,1
Q,-2
N,-1
AK,-1
T,-1
S,1
R,-1
Q,2
Q,-2
L,1
AP,1
W,-1
S,1
X,-1
AB,-1
X,4
AK,1
P,-1
AK,-1
Q,1
S,-1
X,-3
K,1
AQ,-1
N,1
AB,1
C,1
W,1
S,-1
AP,-3
N,1
AB,-1
AI,2
AG,1
C,-1
S,-1
P,-1
T,2
AM,-1
N,-1
AI,-2
V,-1
X,1
T,-2
AQ,1
S,3
AK,-1
X,-1
C,1
AK,-1
U,1
H,-1
X,2
AB,1
H,1
E,-1
F,1
X,-2
R,1
AK,-1
AQ,-4
S,-1
C,-1
S,1
O,-1
AG,-1
AP,3
C,1
G,2
T,1
AQ,3
AP,-1
K,-1
W,-1
P,1
Y,-1
AE,1
AE,-1
P,-1
W,1
AP,-1
AP,1
AI,1
S,-3
A,1
N,1
X,1
AQ,-2
AP,2
AQ,1
N,-1
AE,1
J,-1
A,-1
C,-1
AP,-4
O,1
AG,1
AD,1
AQ,1
D,1
S,2
AI,-1
R,-1
AM,2
AQ,-2
U,1
A,2
S,-1
N,2
AD,-1
N,-1
N,-1
AM,-1
AI,3
AI,-2
AP,-1
AP,1
Y,1
G,-1
C,1
AQ,1
AK,1
AK,-1
X,-1
AQ,1
AG,1
AM,-1
R,1
A,-4
N,-1
L,-1
AI,-1
A,2
G,-1
G,1
AG,-2
AB,-1
C,-1
A,1
N,2
A,1
J,2
AI,3
AQ,-3
Q,1
AP,4
Q,-1
N,-1
A,-2
J,-2
N,-1
G,-1
AK,-1
AG,1
S,-1
Y,-1
S,3
T,-1
X,3
AH,-2
AQ,-1
X,-3
S,-3
N,3
A,-1
E,1
A,1
AH,2
C,1
AD,1
AC,3
N,-3
X,2
N,2
D,-1
AI,-2
S,1
A,-1
AG,1
N,-1
O,-1
N,-1
U,-1
X,1
X,2
Y,1
T,2
AD,-1
S,-1
A,1
H,1
A,-1
A,-1
M,1
V,1
E,-1
AI,-1
P,1
M,-1
X,-1
H,-1
AC,-3
AD,1
N,-1
AI,1
X,1
P,-1
A,2
J,1
AG,-2
AQ,5
AB,1
R,-1
X,4
