376
"Runtime: 1 hours, 13 minutes and 53 seconds"
Runs: 1000
Average moves: 1205.421
Least moves: 376
"Moves: [1319, 1251, 1194, 902, 675, 860, 1274, 1304, 893, 859, 1484, 946, 1260, 947, 1296, 1370, 477, 964, 1317, 1242, 1354, 1364, 1801, 1282, 1041, 1250, 917, 1251, 1421, 1029, 1008, 1273, 1297, 1376, 1633, 1769, 1329, 861, 844, 466, 665, 1263, 1148, 1319, 1027, 1287, 1289, 1439, 1329, 1296, 1301, 1308, 891, 1912, 1055, 1367, 1457, 865, 1340, 1204, 1416, 1146, 1337, 718, 1333, 631, 1585, 2143, 960, 1290, 1020, 894, 646, 2583, 928, 900, 1261, 1306, 1441, 1260, 1648, 629, 1239, 1394, 469, 1251, 1364, 888, 889, 1306, 962, 1359, 1543, 1320, 985, 1117, 985, 1336, 899, 1258, 1275, 1312, 1280, 1221, 1311, 1484, 895, 1628, 878, 1477, 1259, 1139, 1630, 1324, 1340, 1331, 919, 1341, 1896, 1313, 1270, 1233, 894, 1163, 1360, 1355, 967, 1298, 1326, 1324, 935, 376, 997, 934, 938, 1101, 930, 694, 1320, 759, 1377, 516, 1287, 2241, 1361, 965, 1337, 948, 883, 914, 731, 897, 2477, 1307, 917, 630, 1011, 1589, 1422, 798, 1345, 1269, 920, 1499, 1328, 1389, 1253, 1967, 1297, 1335, 1433, 1041, 1298, 915, 990, 871, 1265, 835, 1452, 1723, 878, 1208, 1144, 983, 1254, 1318, 1456, 1273, 1277, 1000, 1258, 1535, 866, 1011, 1205, 1344, 1347, 880, 1099, 663, 1282, 1313, 623, 1005, 1272, 409, 1277, 1158, 1261, 1341, 1019, 1354, 935, 1280, 1359, 1594, 1560, 934, 1284, 951, 1089, 972, 834, 1539, 1400, 1345, 1548, 1360, 896, 1381, 1334, 1328, 1436, 1292, 1254, 914, 1353, 1064, 790, 1270, 889, 1203, 1245, 900, 389, 1317, 1219, 981, 910, 1314, 1178, 919, 1048, 911, 1035, 912, 1378, 1636, 978, 1174, 1320, 1318, 1591, 391, 1380, 1264, 1335, 1557, 1974, 1366, 1233, 1217, 1338, 1264, 1244, 1508, 634, 975, 1326, 1859, 934, 1309, 1109, 1178, 1346, 1528, 1278, 1357, 1407, 1575, 957, 1459, 1268, 937, 1515, 1379, 1578, 951, 1269, 1340, 1307, 1315, 939, 1248, 661, 1018, 1393, 1905, 617, 1272, 1308, 900, 1189, 979, 488, 1243, 402, 1297, 2461, 1656, 611, 1085, 1352, 1382, 1472, 726, 1318, 867, 1147, 1251, 940, 937, 1093, 1660, 1331, 1036, 1234, 1409, 1412, 904, 1117, 1669, 906, 944, 1328, 1368, 997, 980, 964, 1388, 979, 1187, 1286, 1292, 1321, 1282, 1972, 1021, 1020, 1057, 975, 1291, 1507, 1064, 1367, 390, 890, 1277, 1300, 954, 1269, 1584, 975, 914, 1138, 1272, 1272, 1313, 906, 1406, 2519, 1285, 1246, 943, 1273, 1363, 1280, 1241, 753, 1320, 1169, 1164, 1339, 883, 933, 686, 1468, 922, 1751, 1738, 1575, 1278, 1351, 1735, 916, 914, 1049, 1405, 2833, 949, 1299, 966, 1667, 2593, 1353, 895, 1479, 1166, 2072, 384, 1310, 1478, 901, 1268, 1484, 1375, 1318, 931, 1287, 1277, 941, 936, 870, 1340, 1325, 1047, 1011, 1309, 677, 905, 982, 718, 1302, 1243, 1455, 1246, 1306, 1296, 1292, 938, 1066, 1438, 1247, 1129, 1604, 1328, 1280, 1241, 1410, 1434, 1318, 945, 1809, 1248, 941, 450, 917, 1058, 1296, 1291, 1307, 1297, 1262, 1226, 1329, 1300, 1236, 1216, 1368, 1391, 836, 1235, 923, 1329, 1250, 1293, 950, 872, 1259, 1261, 886, 1380, 973, 1252, 1391, 907, 450, 974, 1313, 1126, 951, 1202, 1285, 1332, 1290, 921, 1402, 1231, 1041, 1563, 1361, 882, 902, 1285, 638, 898, 1229, 1364, 1763, 973, 627, 931, 1359, 1164, 1487, 1300, 1299, 1407, 1262, 983, 1297, 480, 1291, 1093, 1259, 1349, 950, 898, 1780, 1076, 996, 1042, 1252, 1257, 1521, 1025, 1117, 1391, 956, 1190, 639, 425, 1310, 1338, 1307, 1070, 828, 1214, 1284, 971, 622, 1204, 1294, 1300, 1336, 955, 1282, 1393, 1303, 1275, 1370, 1076, 1394, 1251, 1006, 909, 1137, 1339, 1157, 868, 1283, 1419, 2798, 869, 1329, 1273, 1335, 886, 1282, 1285, 1276, 966, 1285, 1306, 895, 1261, 971, 1316, 1243, 926, 990, 2341, 1312, 1302, 926, 1342, 1232, 1365, 1569, 1181, 828, 710, 1244, 1241, 1313, 1943, 1247, 1484, 1295, 969, 926, 938, 1157, 1349, 1248, 1334, 1342, 956, 958, 2744, 984, 2442, 1306, 1654, 1354, 696, 1257, 1242, 1290, 1014, 1252, 919, 947, 1278, 1274, 682, 1616, 1395, 1024, 1295, 1281, 1607, 1296, 1294, 1014, 1661, 1338, 1348, 1273, 964, 945, 1299, 1229, 1343, 1252, 1423, 929, 1459, 1272, 1008, 1194, 1049, 1120, 906, 1396, 1089, 1142, 1327, 1587, 1212, 1003, 908, 849, 1235, 1286, 886, 1209, 1137, 1343, 904, 901, 1507, 1223, 1333, 1784, 1310, 1166, 1002, 959, 1301, 1420, 1582, 949, 604, 2171, 1304, 1311, 1088, 1265, 903, 1330, 869, 1383, 1292, 941, 1372, 1238, 1309, 1319, 1298, 905, 1246, 858, 1375, 1223, 1719, 2738, 1307, 873, 652, 1375, 1255, 1468, 1258, 1415, 659, 1275, 1392, 1294, 1244, 1379, 1506, 954, 1281, 905, 912, 1307, 1222, 988, 914, 1254, 878, 1579, 1362, 1321, 926, 704, 1298, 1250, 1801, 1195, 1308, 1226, 773, 924, 1245, 1166, 937, 910, 1362, 1443, 1250, 1084, 1366, 1282, 1282, 2102, 968, 1358, 1267, 671, 905, 990, 1633, 930, 1221, 1035, 1042, 465, 960, 1308, 881, 1332, 1112, 1344, 1431, 981, 1065, 1256, 1447, 1404, 1853, 1434, 1667, 1239, 1213, 1306, 1664, 1272, 1271, 939, 1066, 1241, 1141, 1462, 1160, 941, 884, 1272, 969, 943, 1535, 790, 1891, 1263, 1285, 1380, 1309, 1494, 1613, 980, 1229, 1222, 1385, 1398, 669, 1407, 1257, 1318, 1249, 1229, 1319, 1244, 1345, 1557, 1315, 1298, 968, 925, 1323, 1303, 2206, 1294, 1258, 1299, 1001, 1330, 1324, 1260, 712, 1377, 1248, 905, 912, 1458, 903, 1025, 1314, 901, 1273, 1235, 1364, 1751, 983, 925, 1262, 1324, 1199, 836, 1290, 1272, 1052, 1266, 1269, 914, 1295, 1045, 1246, 1521, 1313, 1265, 407, 1291, 962, 1202, 494, 1366, 938, 1223, 1349, 1413, 1315, 1381, 1208, 419, 1266, 951, 574, 1507, 1265, 1258, 1245, 1251, 1499, 1365, 922, 1288, 946, 909, 1337, 1024, 1376, 1233, 1354, 1256, 1070, 1669, 1276, 1261, 1255, 956, 1006, 1264, 1264, 1268, 895, 876, 1374, 2307, 887, 1233, 1278, 1416, 1849, 1292, 1727, 1463, 1289, 1570, 927, 972, 1290, 870, 1061, 1027, 1131, 1249, 1275, 1452, 1251, 881, 913, 1777, 1287, 1270, 898, 1311, 1004, 895, 1113, 1281, 973, 1011, 1641, 1015, 615, 1261, 1458, 783, 1368, 1324, 1368, 1590, 707, 904, 1314, 936, 1414, 1267, 948, 1149, 1327, 1388, 888, 1391, 722, 1129, 1297, 1438, 907]"
car,move
G,-2
K,-2
T,-4
K,2
T,4
T,-1
T,-2
U,-1
G,1
G,1
G,-3
U,1
G,-1
G,1
Q,-1
K,-2
S,-1
S,1
K,1
E,1
K,1
N,-1
K,-1
N,1
K,-1
S,-1
S,-1
U,-1
U,-1
U,1
U,1
T,1
N,-1
U,-1
O,-1
Q,1
U,-1
Q,-2
L,1
J,-1
U,1
U,-1
J,1
L,1
L,-1
L,1
T,-1
M,-2
V,-2
V,2
V,-2
V,1
M,1
T,1
J,-1
V,-3
O,-1
V,1
R,-1
V,-1
R,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
V,-1
V,1
