1380
"Runtime: 0 hours, 44 minutes and 23 seconds"
Iterations: 100
Average moves: 11078.55
Least moves: 1380
"Moves: [4359, 15373, 9684, 1812, 6691, 3039, 6129, 5067, 19469, 11963, 9152, 2750, 12700, 7509, 2924, 10630, 7589, 2698, 3802, 5321, 3619, 9677, 4904, 13261, 11453, 28066, 6615, 10452, 5135, 15258, 13088, 10489, 1564, 22938, 7549, 11273, 7185, 24648, 5383, 33262, 5184, 4148, 4464, 14891, 9761, 3924, 1380, 12577, 4654, 15143, 7394, 29660, 10728, 8881, 4829, 28324, 2877, 11041, 14046, 10690, 13948, 7832, 14440, 3231, 16701, 2518, 20989, 15088, 30834, 1698, 7218, 6949, 11056, 13928, 4873, 6226, 6227, 19725, 18110, 3376, 36142, 14810, 6539, 7015, 7236, 5770, 4734, 11728, 3447, 19823, 13225, 3525, 10941, 22055, 14768, 18827, 16224, 37279, 8398, 21326]"
car,move
S,1
I,1
M,-2
S,-1
S,3
A,1
T,1
S,-3
S,3
I,-1
S,-2
S,1
K,1
S,2
T,-1
I,1
T,1
S,-1
B,-1
S,-2
S,1
S,-1
G,-1
B,1
S,-1
B,1
B,-1
E,-1
E,1
S,1
M,2
A,-1
K,-1
A,2
B,1
B,-2
A,-1
K,1
R,1
R,-1
I,-1
B,1
T,-1
I,1
E,-1
M,-2
U,-1
A,1
A,-2
P,1
A,1
M,1
S,-1
G,1
M,1
S,4
S,-1
H,1
S,-3
S,2
S,1
B,-1
S,1
S,-4
G,-1
H,-1
H,1
E,1
M,-2
B,1
S,1
B,1
G,1
S,1
B,-1
S,2
M,2
A,1
S,1
B,-1
H,-1
P,-1
P,1
E,-1
S,-2
S,3
E,1
H,1
S,-4
S,-1
B,1
A,-2
H,-1
S,5
S,-1
M,-1
S,-4
M,-1
S,3
M,2
P,-1
S,1
G,-1
S,-1
M,-1
U,1
I,-1
M,1
M,-2
T,1
F,-1
I,1
I,-1
M,1
G,-1
M,-1
T,-1
U,-1
U,1
G,1
T,1
G,-1
G,2
E,2
E,-1
S,-3
S,-1
S,4
T,-1
S,-3
M,1
S,4
S,-4
S,2
I,1
M,1
K,-1
E,-2
M,-1
S,-2
F,1
A,1
M,-1
T,1
E,1
T,-1
K,1
B,-1
K,-1
E,-1
G,-1
M,1
M,1
S,-1
T,1
G,1
M,-2
S,2
S,1
B,1
K,1
R,1
A,-1
S,-1
A,2
S,1
M,1
A,-1
S,3
S,-3
A,-1
M,1
R,-1
F,-1
K,-1
E,2
I,-1
M,-1
M,1
M,-1
S,-1
S,-2
M,1
K,1
S,2
S,-1
S,1
S,-2
E,-1
I,1
E,2
E,-2
G,-1
T,-1
S,1
M,-2
T,1
S,-1
E,1
G,1
G,-1
E,-2
G,-1
G,1
J,-1
M,1
T,-1
G,1
J,1
S,4
M,-1
T,1
R,1
R,-1
E,3
R,1
M,1
E,-1
R,-1
G,-1
I,-1
I,1
I,-1
S,2
S,1
I,1
G,1
S,-2
E,-2
F,1
A,2
M,1
S,2
M,-2
M,1
S,-5
M,1
S,3
B,-1
A,-1
S,-5
S,7
E,1
B,2
B,-2
G,-1
B,2
M,-1
A,-1
S,-1
F,-1
F,1
T,-1
S,-1
G,1
A,2
B,-1
B,-1
I,-2
U,-1
A,-1
X,-1
S,-2
K,-1
A,1
X,1
M,1
P,1
S,-1
M,-2
I,1
B,1
M,1
P,-1
M,1
M,-2
S,1
M,1
K,1
M,-1
M,1
U,1
M,-1
T,1
R,1
K,-1
A,-1
A,-1
M,1
R,-1
M,1
K,1
S,2
G,-1
S,2
A,1
S,-1
I,1
G,1
R,1
M,-1
R,-1
G,-1
A,1
S,-2
M,-1
A,-1
G,1
G,-1
I,-1
M,2
S,1
S,1
I,1
G,1
B,-1
S,-3
B,2
S,-1
M,-2
K,-1
T,-1
T,1
M,1
B,-1
B,-1
A,1
I,-1
B,1
M,1
K,1
S,2
S,2
M,-1
A,-2
I,1
T,-1
B,1
M,1
S,-1
F,-1
S,-3
M,-1
S,-2
M,1
M,-2
G,-1
F,1
B,-1
K,-1
I,-1
F,-1
J,-1
T,1
K,1
M,2
S,1
O,-1
I,1
B,1
O,1
M,-1
O,-1
M,-1
M,2
B,-1
S,-1
T,-1
T,1
I,-1
R,1
I,1
S,1
M,-1
M,-1
O,1
M,2
R,-1
S,-1
M,-1
M,-1
K,-2
K,2
I,-1
M,2
I,1
O,-1
M,-1
O,1
R,1
E,-1
M,1
M,-2
J,1
M,1
G,1
S,1
M,1
S,5
S,-4
R,-1
F,1
R,1
S,3
S,-4
M,-2
M,2
S,3
E,1
S,2
G,-1
R,-1
M,-1
A,2
R,1
M,1
B,1
A,-2
F,-1
M,-1
S,-1
E,1
M,1
G,1
G,-1
R,-1
S,-1
S,2
S,1
S,-1
E,-1
J,-1
M,-1
S,-1
J,1
T,-1
G,1
U,-1
G,-2
S,1
U,1
K,-1
B,-1
E,-1
G,-1
K,1
S,-1
U,-1
S,-1
G,3
S,-4
S,5
M,1
S,1
S,-5
F,1
S,-1
S,6
P,1
G,-1
K,-1
G,1
E,1
I,-1
M,-1
G,-1
G,1
I,1
H,1
K,1
B,1
A,2
S,-1
A,-1
S,-2
B,-2
M,-1
I,-1
S,-1
I,1
S,-1
S,1
K,-1
I,-1
M,1
B,1
S,-2
M,-1
I,1
E,-1
M,2
G,-1
G,1
S,2
B,-1
M,-1
K,1
S,2
B,1
M,1
B,-1
G,-1
E,1
B,2
B,-1
M,-1
I,-1
A,1
S,2
M,1
I,1
A,-2
I,-1
I,1
M,-1
G,1
S,-6
S,5
F,-1
S,-1
S,-4
S,2
H,-1
S,-2
S,5
E,1
S,-5
S,6
E,-2
G,-1
G,-2
D,2
M,1
K,1
S,-1
D,-2
D,1
D,1
S,-1
C,-1
S,1
H,-2
S,1
K,-2
H,3
H,-1
K,2
H,-2
D,2
S,-1
D,1
D,-1
D,-1
D,-1
D,3
G,1
H,1
H,1
G,2
S,-4
F,1
S,5
C,-1
S,-3
S,2
A,2
C,1
A,2
F,-1
G,-3
A,1
H,-1
B,-1
B,1
S,-1
D,-3
K,-1
S,2
K,1
D,1
M,-1
H,-1
H,2
H,-2
B,-1
H,1
S,-1
H,1
H,-1
A,1
H,1
A,-2
S,1
S,-2
S,1
D,-1
A,1
A,-1
D,1
S,1
B,1
M,1
S,-1
S,-1
A,2
D,-1
A,-2
H,-2
D,1
D,-1
M,-2
K,-1
M,2
P,-1
P,1
K,1
S,2
C,-1
B,-1
A,1
K,-1
S,-1
M,-1
B,1
M,1
H,1
B,-1
H,-1
P,-2
S,-1
B,1
C,1
M,-2
P,1
P,-2
U,1
U,-1
M,2
M,1
C,-1
A,-1
C,1
C,-1
S,2
M,-2
A,1
C,1
P,2
P,-1
M,1
P,-1
P,3
C,-1
K,1
D,3
G,1
C,1
B,-1
C,-1
G,3
G,-1
E,3
H,1
D,-1
B,1
B,-1
A,1
A,-1
H,1
A,-1
I,-2
D,1
E,-2
H,-2
S,-2
S,1
S,1
G,1
A,1
E,2
X,-1
E,1
S,-2
D,-1
N,-1
D,1
N,-4
E,-1
G,-1
N,3
A,-1
N,-3
G,1
G,-1
A,1
N,1
S,1
C,1
S,-1
X,1
D,-1
G,1
I,1
I,1
B,2
G,-1
H,2
C,1
A,-1
S,2
C,-1
C,1
S,-1
D,1
A,2
D,-1
A,-1
A,-1
C,-1
C,-1
A,2
B,-2
C,1
N,-1
E,-3
E,2
C,1
I,-1
D,1
S,-1
I,1
A,-2
B,1
A,1
A,1
A,-2
L,1
D,-1
C,-2
S,2
H,-2
I,1
C,1
I,-1
G,-1
B,1
G,1
S,-2
A,1
S,-2
H,2
S,1
B,-2
I,-1
I,-1
S,-1
A,1
S,-1
I,3
E,1
E,-2
G,-1
I,-2
A,-1
J,-1
O,-1
D,1
H,-1
Q,-2
B,1
S,-1
B,-1
H,-1
O,1
R,-1
D,-1
H,1
J,1
G,-1
D,1
R,1
B,1
Q,1
D,-1
G,2
D,1
S,3
E,1
B,-1
S,-2
E,-1
Q,1
H,1
E,1
S,2
E,-1
C,-1
A,1
S,1
F,1
G,-1
D,-1
A,-1
C,1
G,1
I,2
I,-3
I,2
E,-1
H,-2
E,1
H,2
S,-1
S,-3
S,3
H,-1
H,1
S,-1
L,-1
B,1
A,1
S,3
L,1
E,-1
N,1
A,-4
B,-1
H,-1
I,1
I,-1
A,3
A,-3
I,1
A,4
A,-5
S,-5
S,2
S,-2
D,1
S,2
S,3
S,-5
H,-1
S,1
A,1
G,-1
A,1
D,-1
I,-1
A,1
A,1
S,-1
H,2
I,1
X,-1
S,1
N,-1
S,-1
F,-1
N,2
N,-1
F,1
H,-1
F,-1
H,1
A,1
S,1
F,1
F,-1
H,-1
N,1
N,-2
G,-1
A,-1
E,1
S,-1
B,1
G,1
H,-1
E,-1
J,-1
S,1
X,1
H,2
I,-1
D,1
J,1
N,1
L,-1
H,-2
G,1
G,-1
L,1
G,1
D,-1
S,5
C,-1
A,-1
I,1
G,1
S,-4
C,1
B,-1
D,-2
F,1
A,1
K,-2
S,1
I,-1
A,-4
Q,-1
S,-1
B,1
R,-1
S,1
S,-3
M,-2
R,1
S,2
R,-1
M,2
B,-1
C,-1
S,1
K,2
D,1
M,-2
A,4
B,1
F,-1
S,-1
D,-1
D,1
F,1
A,-2
A,-2
M,1
C,1
A,1
A,-1
A,4
S,3
R,1
A,-4
S,-3
S,4
M,1
Q,1
S,-4
S,-2
S,2
Q,-1
A,2
A,1
D,2
N,-1
S,4
F,-1
R,-1
F,1
C,-1
G,-1
S,-4
S,1
S,-1
A,-1
S,3
O,1
E,1
D,-1
H,1
S,1
C,1
B,-1
G,-1
S,-2
B,2
B,-1
H,-1
C,-1
D,1
L,2
B,1
B,-2
A,1
I,-2
I,2
G,1
L,-1
S,2
H,1
G,-1
I,-1
S,-1
H,-1
I,-1
I,1
Q,-1
H,1
D,-1
F,-1
E,1
H,-1
G,1
E,-1
E,2
L,-1
J,1
Q,1
H,2
N,1
N,-1
A,2
Q,-1
B,1
H,-1
H,1
S,-1
J,-1
H,-1
J,1
E,-1
E,1
S,1
H,1
X,2
E,-2
X,-2
F,2
F,-1
S,-3
B,-1
H,-1
S,3
S,1
B,1
D,1
F,-1
S,-4
H,1
D,-1
C,2
F,2
C,-2
H,-1
S,2
D,1
A,-2
S,-1
S,-1
S,1
D,-1
H,-1
S,1
A,-1
G,1
S,-2
C,1
S,4
F,-1
Q,1
S,-2
X,1
S,-3
S,5
S,-2
X,-1
S,1
Q,-1
X,2
B,-1
S,1
Q,1
B,1
G,-2
X,-2
D,1
X,4
X,-3
X,3
X,1
I,1
A,2
X,-2
E,-1
A,-2
H,2
N,3
S,-1
X,2
A,3
A,-3
A,2
N,-1
D,-1
G,1
N,1
H,-1
J,-1
G,-1
N,-3
D,1
C,-1
S,-1
A,-1
N,3
L,1
F,-1
F,1
S,1
H,1
A,-3
L,-1
S,-1
C,1
B,-1
X,-1
A,4
B,1
A,1
A,-4
C,1
A,-1
B,-1
L,1
A,3
L,1
F,-1
C,-2
A,1
X,1
A,1
A,-1
A,-1
L,-1
A,1
S,2
H,-1
H,1
N,-1
C,2
J,-1
J,1
N,-1
A,1
G,1
G,-2
A,-2
N,2
D,-1
S,-1
A,2
G,2
J,-1
L,-1
S,-3
S,2
A,-1
N,-2
D,1
A,1
G,-1
X,-1
X,1
N,1
N,-2
A,-1
S,2
N,2
C,-1
C,-1
N,-2
L,1
A,1
A,-2
N,1
G,1
S,-4
H,-1
X,-1
H,-1
X,-1
X,1
X,1
B,1
L,-1
N,2
S,1
X,-1
X,1
S,3
N,-2
G,-1
L,1
X,-2
G,1
J,1
X,3
