least,average,iterations,runtime(sec)
1320,4051,10,27,False,True
76,133,100,33,True,True
82,82,10,3,True,True
193,193,100,19,True,True
1823,1823,1,1,False,True
4253,4253,1,2,False,True
6733,6733,1,3,False,True
4872,4872,1,2,False,True
9076,9076,1,4,False,True
79,141,100,23,True,True
<<<<<<< HEAD
48,48,100,19,True,True
=======
169,184,50,13,True,True
127,127,50,63,True,True
216,216,30,8,True,True
>>>>>>> 0fb38ca6aad753eca39079699b911e9be9cd2c86
